i,latencycrea,time
2416,60.482998,0.184249
2417,59.855000,0.184315
2418,84.927997,0.184403
2419,64.742999,0.184474
2420,64.045002,0.184545
2421,61.040999,0.184611
2422,69.702997,0.184688
2423,101.201003,0.184797
2424,60.064001,0.184863
2425,62.437997,0.184932
2426,58.597001,0.184996
2427,60.273000,0.185063
2428,82.901999,0.185151
2429,55.804001,0.185213
2430,75.010001,0.185293
2431,98.336997,0.185402
2432,104.762999,0.185559
2433,78.571997,0.185646
2434,104.831997,0.185757
2435,54.756001,0.185818
2436,82.833001,0.185906
2437,55.803001,0.185968
2438,81.644997,0.186055
2439,55.035001,0.186116
2440,53.778000,0.186176
2441,54.824999,0.186235
2442,54.824999,0.186296
2443,56.223002,0.186358
2444,52.731000,0.186417
2445,53.010001,0.186475
2446,54.895001,0.186536
2447,55.245000,0.186597
2448,57.199999,0.186660
2449,52.871001,0.186718
2450,53.010001,0.186777
2451,54.826000,0.186836
2452,55.245000,0.186898
2453,53.429001,0.186957
2454,55.314998,0.187018
2455,54.336000,0.187078
2456,54.687000,0.187138
2457,58.387999,0.187203
2458,57.619000,0.187267
2459,59.574999,0.187332
2460,57.130001,0.187395
2461,60.064001,0.187461
2462,57.689002,0.187525
2463,58.597001,0.187589
2464,59.574999,0.187654
2465,57.199999,0.187717
2466,59.086000,0.187783
2467,56.712001,0.187845
2468,58.107998,0.187910
2469,59.155998,0.187975
2470,57.131001,0.188038
2471,56.153000,0.188100
2472,59.086000,0.188165
2473,58.877002,0.188229
2474,82.482999,0.188319
2475,93.447998,0.188419
2476,64.115004,0.188490
2477,63.207000,0.188559
2478,60.553000,0.188626
2479,62.368003,0.188695
2480,63.904998,0.188775
2481,58.526999,0.188840
2482,85.277003,0.188930
2483,61.740000,0.188998
2484,60.343002,0.189065
2485,57.689002,0.189129
2486,58.247999,0.189194
2487,60.134000,0.189260
2488,58.107998,0.189324
2489,59.645001,0.189389
2490,57.760000,0.189453
2491,54.895001,0.189514
2492,58.666999,0.189579
2493,66.209999,0.189651
2494,57.199999,0.189714
2495,60.134000,0.189781
2496,56.572000,0.189843
2497,59.574999,0.189909
2498,58.108999,0.190013
2499,60.692000,0.190080
2500,60.972001,0.190147
2501,57.619000,0.190219
2502,60.132999,0.190285
2503,56.641002,0.190348
2504,57.689002,0.190412
2505,59.645001,0.190477
2506,56.781999,0.190539
2507,96.451004,0.190641
2508,59.086000,0.190707
2509,58.178000,0.190771
2510,59.155998,0.190837
2511,57.059999,0.190899
2512,58.666999,0.190964
2513,57.689998,0.191027
2514,59.645001,0.191093
2515,59.434999,0.191159
2516,56.712001,0.191222
2517,55.384000,0.191283
2518,59.574999,0.191348
2519,59.644000,0.191414
2520,58.178000,0.191479
2521,57.270001,0.191542
2522,57.199999,0.191604
2523,59.016002,0.191669
2524,59.645001,0.191735
2525,60.204002,0.191801
2526,56.780998,0.191864
2527,57.480000,0.191928
2528,59.155998,0.191993
2529,58.805999,0.192057
2530,59.087000,0.192123
2531,56.920999,0.192186
2532,57.271001,0.192250
2533,60.134000,0.192316
2534,58.666999,0.192381
2535,57.130001,0.192444
2536,59.574999,0.192510
2537,56.780998,0.192573
2538,58.666999,0.192638
2539,61.391002,0.192707
2540,59.294998,0.192772
2541,60.064001,0.192838
2542,65.790999,0.192911
2543,59.993999,0.192977
2544,58.178000,0.193041
2545,57.270001,0.193104
2546,59.226000,0.193170
2547,57.131001,0.193233
2548,59.155998,0.193299
2549,54.826000,0.193360
2550,56.851000,0.193422
2551,60.204002,0.193489
2552,57.270001,0.193552
2553,59.574999,0.193617
2554,56.293000,0.193680
2555,59.226000,0.193746
2556,59.434999,0.193811
2557,56.781999,0.193874
2558,57.199999,0.193936
2559,57.828998,0.194000
2560,95.682997,0.194103
2561,82.553001,0.194191
2562,58.737001,0.194256
2563,58.458001,0.194321
2564,61.042003,0.194387
2565,59.574999,0.194454
2566,59.574999,0.194519
2567,57.270001,0.194583
2568,57.759000,0.194646
2569,59.645001,0.194712
2570,58.597001,0.194776
2571,59.785001,0.194842
2572,56.780998,0.194905
2573,56.362998,0.194968
2574,59.574999,0.195033
2575,58.386999,0.195098
2576,59.155002,0.195162
2577,57.339999,0.195225
2578,57.199999,0.195288
2579,58.807000,0.195353
2580,57.339999,0.195416
2581,57.760000,0.195481
2582,59.645001,0.195546
2583,57.199999,0.195610
2584,59.155998,0.195675
2585,57.759000,0.195739
2586,56.223002,0.195802
2587,59.086000,0.195867
2588,56.501998,0.195930
2589,58.737001,0.195994
2590,57.270001,0.196057
2591,58.108999,0.196121
2592,59.853999,0.196187
2593,56.851000,0.196250
2594,59.155998,0.196316
2595,56.223002,0.196378
2596,57.480000,0.196442
2597,58.737001,0.196507
2598,57.270001,0.196570
2599,62.439001,0.196639
2600,68.025998,0.196713
2601,62.997002,0.196786
2602,60.064001,0.196853
2603,63.765998,0.196950
2604,57.759000,0.197013
2605,67.257999,0.197085
2606,61.042003,0.197152
2607,60.132999,0.197218
2608,57.200999,0.197282
2609,57.199999,0.197345
2610,58.597001,0.197410
2611,59.155998,0.197475
2612,65.929999,0.197547
2613,57.689998,0.197611
2614,57.339999,0.197674
2615,99.523997,0.197780
2616,58.666999,0.197844
2617,60.064001,0.197910
2618,54.406999,0.197971
2619,57.968999,0.198035
2620,61.530998,0.198102
2621,58.178000,0.198167
2622,57.619000,0.198231
2623,59.855000,0.198297
2624,57.270001,0.198360
2625,58.666999,0.198425
2626,57.689002,0.198489
2627,57.059999,0.198552
2628,59.226000,0.198617
2629,57.759000,0.198681
2630,59.993999,0.198747
2631,57.131001,0.198810
2632,56.851000,0.198873
2633,59.644000,0.198938
2634,53.848002,0.198998
2635,59.855000,0.199064
2636,58.737001,0.199129
2637,58.318001,0.199193
2638,59.574999,0.199258
2639,56.920999,0.199321
2640,59.155998,0.199386
2641,57.339999,0.199449
2642,58.597001,0.199515
2643,59.294998,0.199580
2644,55.385000,0.199641
2645,57.270001,0.199704
2646,59.155998,0.199769
2647,56.641999,0.199832
2648,128.298998,0.199968
2649,91.492999,0.200065
2650,81.086997,0.200152
2651,63.416002,0.200221
2652,61.530998,0.200289
2653,59.855000,0.200355
2654,57.410001,0.200419
2655,57.131001,0.200483
2656,59.086000,0.200548
2657,58.877002,0.200613
2658,60.273000,0.200679
2659,74.312004,0.200759
2660,64.394000,0.200830
2661,59.924001,0.200896
2662,58.178000,0.200961
2663,57.619000,0.201024
2664,61.949999,0.201092
2665,56.920999,0.201155
2666,59.295999,0.201221
2667,57.619000,0.201285
2668,57.549001,0.201348
2669,59.294998,0.201414
2670,56.920999,0.201477
2671,59.505001,0.201542
2672,58.178000,0.201607
2673,56.991001,0.201670
2674,58.386999,0.201734
2675,57.131001,0.201798
2676,60.134000,0.201864
2677,57.689002,0.201928
2678,59.366001,0.201993
2679,59.644000,0.202060
2680,58.247999,0.202125
2681,59.713999,0.202191
2682,56.991001,0.202254
2683,59.155998,0.202319
2684,59.225000,0.202385
2685,57.339999,0.202448
2686,57.480000,0.202512
2687,59.574999,0.202577
2688,59.155998,0.202643
2689,59.226000,0.202708
2690,56.501998,0.202771
2691,127.740001,0.202903
2692,61.459999,0.202971
2693,59.505001,0.203037
2694,60.553000,0.203103
2695,57.689002,0.203167
2696,57.131001,0.203230
2697,60.132999,0.203297
2698,58.178000,0.203361
2699,59.574999,0.203426
2700,54.685999,0.203487
2701,57.200999,0.203554
2702,59.086000,0.203620
2703,58.597001,0.203684
2704,58.597001,0.203749
2705,57.689998,0.203812
2706,58.107998,0.203874
2707,64.883003,0.203945
2708,60.622999,0.204011
2709,60.901999,0.204078
2710,59.016998,0.204144
2711,58.247999,0.204208
2712,59.645001,0.204274
2713,57.619000,0.204338
2714,58.178000,0.204402
2715,60.553000,0.204469
2716,56.291999,0.204531
2717,59.855000,0.204597
2718,57.270001,0.204660
2719,79.270001,0.204748
2720,87.581997,0.204841
2721,60.413000,0.204908
2722,74.800002,0.204990
2723,72.076000,0.205070
2724,60.552000,0.205137
2725,63.346997,0.205207
2726,58.178000,0.205271
2727,61.461003,0.205339
2728,62.578998,0.205408
2729,60.064001,0.205474
2730,61.530998,0.205542
2731,58.597001,0.205606
2732,59.574999,0.205672
2733,90.583999,0.205770
2734,73.752999,0.205851
2735,63.975000,0.205921
2736,59.993999,0.205987
2737,59.016002,0.206052
2738,60.553000,0.206118
2739,59.853999,0.206184
2740,62.997002,0.206252
2741,61.530001,0.206319
2742,58.737001,0.206384
2743,59.995000,0.206450
2744,59.155998,0.206516
2745,60.553000,0.206582
2746,59.574999,0.206647
2747,59.853999,0.206713
2748,60.552000,0.206779
2749,59.645001,0.206845
2750,58.666999,0.206909
2751,61.182000,0.206976
2752,59.086000,0.207041
2753,62.927000,0.207110
2754,61.042003,0.207176
2755,58.946000,0.207242
2756,61.530998,0.207309
2757,59.645001,0.207374
2758,60.132999,0.207440
2759,59.505001,0.207506
2760,59.155998,0.207571
2761,62.020001,0.207639
2762,58.178000,0.207704
2763,61.250998,0.207771
2764,58.178000,0.207835
2765,59.155998,0.207900
2766,61.461003,0.207967
2767,59.226000,0.208033
2768,60.972001,0.208100
2769,59.016002,0.208165
2770,59.645001,0.208231
2771,59.853999,0.208297
2772,58.108999,0.208361
2773,63.485997,0.208457
2774,61.530998,0.208525
2775,60.692000,0.208592
2776,60.553000,0.208658
2777,97.149998,0.208766
2778,119.149998,0.208898
2779,82.412997,0.208991
2780,84.439002,0.209085
2781,80.179001,0.209175
2782,78.363002,0.209263
2783,78.571997,0.209351
2784,80.947000,0.209442
2785,80.947000,0.209538
2786,85.765001,0.209633
2787,78.222001,0.209721
2788,77.384997,0.209808
2789,78.782003,0.209897
2790,81.434999,0.209988
2791,78.502002,0.210075
2792,59.226000,0.210141
2793,57.199999,0.210204
2794,59.574999,0.210270
2795,57.759000,0.210334
2796,57.060999,0.210397
2797,59.645001,0.210463
2798,64.883003,0.210534
2799,60.553000,0.210600
2800,58.458001,0.210665
2801,58.108999,0.210733
2802,60.132999,0.210799
2803,57.339999,0.210863
2804,59.505001,0.210928
2805,57.271001,0.210992
2806,58.178000,0.211056
2807,62.018997,0.211124
2808,55.663000,0.211186
2809,59.086000,0.211252
2810,56.291999,0.211314
2811,58.666999,0.211378
2812,59.645001,0.211444
2813,57.200999,0.211508
2814,180.331001,0.211695
2815,75.499003,0.211778
2816,82.063998,0.211866
2817,60.482998,0.211933
2818,59.225000,0.211998
2819,57.689998,0.212062
2820,61.530001,0.212130
2821,59.993999,0.212196
2822,60.064001,0.212262
2823,58.108999,0.212326
2824,57.131001,0.212389
2825,60.134000,0.212455
2826,57.899000,0.212519
2827,59.086000,0.212584
2828,57.200999,0.212648
2829,65.371001,0.212719
2830,60.832001,0.212786
2831,60.622999,0.212852
2832,60.064001,0.212918
2833,57.689002,0.212981
2834,56.641999,0.213044
2835,60.622999,0.213111
2836,58.178000,0.213176
2837,57.199999,0.213239
2838,57.480000,0.213303
2839,57.339999,0.213366
2840,59.645001,0.213431
2841,58.597001,0.213496
2842,57.689002,0.213560
2843,59.645001,0.213626
2844,57.339999,0.213689
2845,59.086000,0.213754
2846,55.314998,0.213815
2847,56.083001,0.213878
2848,60.134000,0.213944
2849,57.270001,0.214007
2850,59.016998,0.214073
2851,58.946000,0.214138
2852,65.790999,0.214210
2853,59.086000,0.214275
2854,57.968002,0.214339
2855,61.250998,0.214406
2856,59.016002,0.214471
2857,59.645001,0.214537
2858,59.155998,0.214602
2859,56.572000,0.214665
2860,56.711000,0.214728
2861,59.574999,0.214794
2862,58.666999,0.214858
2863,58.737001,0.214924
2864,53.848002,0.214984
2865,57.199999,0.215047
2866,59.155998,0.215112
2867,58.666999,0.215177
2868,59.574999,0.215242
2869,54.337001,0.215303
2870,54.685999,0.215364
2871,59.574999,0.215430
2872,58.597001,0.215494
2873,59.574999,0.215560
2874,56.711000,0.215622
2875,57.480000,0.215685
2876,59.155998,0.215750
2877,64.394000,0.215821
2878,82.063998,0.215910
2879,61.042003,0.215977
2880,58.598001,0.216042
2881,60.134000,0.216109
2882,58.807000,0.216175
2883,57.899000,0.216239
2884,60.134000,0.216305
2885,56.780998,0.216368
2886,60.693001,0.216435
2887,56.991001,0.216499
2888,58.178000,0.216563
2889,59.086000,0.216628
2890,57.200999,0.216691
2891,70.470000,0.216768
2892,58.597001,0.216833
2893,60.553000,0.216899
2894,60.064001,0.216965
2895,57.131001,0.217028
2896,58.668000,0.217093
2897,55.664001,0.217155
2898,59.505001,0.217220
2899,59.155998,0.217286
2900,62.437997,0.217353
2901,91.631999,0.217454
2902,78.782003,0.217539
2903,61.042003,0.217606
2904,60.553000,0.217673
2905,57.689002,0.217736
2906,57.480000,0.217800
2907,60.064001,0.217866
2908,60.132999,0.217932
2909,59.645001,0.217999
2910,57.550002,0.218062
2911,58.597001,0.218127
2912,59.645001,0.218193
2913,58.247999,0.218257
2914,59.016002,0.218322
2915,55.804001,0.218385
2916,56.711000,0.218448
2917,59.226000,0.218512
2918,58.039001,0.218577
2919,57.689002,0.218640
2920,59.086000,0.218706
2921,57.271001,0.218769
2922,58.737001,0.218834
2923,58.178000,0.218898
2924,56.222001,0.218961
2925,59.225000,0.219026
2926,57.339999,0.219089
2927,60.832001,0.219156
2928,58.247999,0.219220
2929,57.271001,0.219284
2930,59.155998,0.219349
2931,56.572000,0.219412
2932,59.086000,0.219477
2933,57.689002,0.219540
2934,60.064001,0.219606
2935,59.855000,0.219672
2936,57.270001,0.219736
2937,59.645001,0.219802
2938,57.689002,0.219865
2939,59.505001,0.219931
2940,59.574999,0.219997
2941,56.780998,0.220060
2942,59.086000,0.220126
2943,59.226000,0.220191
2944,65.790999,0.220287
2945,60.064001,0.220352
2946,63.694999,0.220422
2947,56.920999,0.220485
2948,59.505001,0.220551
2949,57.199999,0.220614
2950,59.785001,0.220680
2951,71.798000,0.220758
2952,58.666999,0.220823
2953,60.553000,0.220889
2954,58.598001,0.220954
2955,59.086000,0.221020
2956,57.339999,0.221083
2957,56.712001,0.221146
2958,58.597001,0.221210
2959,57.968999,0.221274
2960,59.225000,0.221339
2961,56.780998,0.221403
2962,54.337001,0.221463
2963,59.434999,0.221529
2964,58.247999,0.221593
2965,55.803001,0.221654
2966,59.574999,0.221720
2967,57.968999,0.221784
2968,59.226000,0.221849
2969,59.226000,0.221915
2970,57.619000,0.221978
2971,59.505001,0.222043
2972,57.271001,0.222106
2973,60.134000,0.222172
2974,53.848002,0.222232
2975,57.898000,0.222297
2976,59.155998,0.222362
2977,56.852001,0.222425
2978,59.086000,0.222491
2979,56.432000,0.222553
2980,58.247999,0.222618
2981,59.714999,0.222683
2982,55.314998,0.222744
2983,57.409001,0.222808
2984,59.155002,0.222873
2985,64.394000,0.222943
2986,59.574999,0.223008
2987,56.501998,0.223071
2988,59.086000,0.223136
2989,94.426003,0.223237
2990,107.765998,0.223353
2991,88.768997,0.223447
2992,84.018997,0.223537
2993,58.107998,0.223601
2994,62.997999,0.223670
2995,59.645001,0.223735
2996,60.972001,0.223803
2997,57.410001,0.223865
2998,57.339999,0.223929
2999,61.111001,0.223996
3000,57.760000,0.224060
3001,61.321000,0.224131
3002,58.107998,0.224196
3003,58.107998,0.224260
3004,59.016002,0.224326
3005,57.899000,0.224389
3006,56.920999,0.224453
3007,59.574999,0.224519
3008,56.641999,0.224582
3009,58.877002,0.224646
3010,66.070003,0.224719
3011,60.064001,0.224784
3012,60.134000,0.224851
3013,57.130001,0.224914
3014,59.574999,0.224980
3015,57.199999,0.225044
3016,57.199999,0.225106
3017,62.439001,0.225175
3018,56.851000,0.225238
3019,59.645001,0.225303
3020,57.200999,0.225366
3021,58.597001,0.225430
3022,59.434999,0.225496
3023,57.270001,0.225559
3024,59.086000,0.225624
3025,56.711000,0.225687
3026,59.366001,0.225752
3027,59.645001,0.225818
3028,57.689002,0.225882
3029,57.131001,0.225945
3030,58.946000,0.226010
3031,59.645001,0.226076
3032,60.622999,0.226141
3033,57.131001,0.226205
3034,57.620000,0.226269
3035,59.155998,0.226334
3036,58.666999,0.226398
3037,59.574999,0.226464
3038,56.291999,0.226526
3039,57.199999,0.226590
3040,59.574999,0.226655
3041,59.574999,0.226720
3042,59.155998,0.226786
3043,57.199999,0.226849
3044,54.756001,0.226909
3045,59.645001,0.226975
3046,58.247999,0.227039
3047,54.406999,0.227100
3048,61.530001,0.227167
3049,57.689998,0.227231
3050,58.458001,0.227295
3051,55.314998,0.227356
3052,57.270001,0.227420
3053,59.155998,0.227485
3054,62.856998,0.227554
3055,58.807000,0.227619
3056,57.689002,0.227683
3057,57.619000,0.227747
3058,59.366001,0.227813
3059,54.545999,0.227874
3060,59.086000,0.227938
3061,57.619000,0.228002
3062,57.899000,0.228066
3063,61.250998,0.228133
3064,57.620000,0.228198
3065,59.574999,0.228263
3066,56.711000,0.228326
3067,59.365000,0.228391
3068,58.597001,0.228456
3069,57.200999,0.228519
3070,56.222001,0.228582
3071,59.574999,0.228647
3072,61.040999,0.228714
3073,60.134000,0.228781
3074,57.828998,0.228844
3075,57.828001,0.228908
3076,59.225000,0.228973
3077,62.439001,0.229042
3078,83.810002,0.229131
3079,74.591000,0.229211
3080,58.247999,0.229276
3081,60.064001,0.229342
3082,59.434999,0.229408
3083,60.482998,0.229473
3084,57.131001,0.229536
3085,57.620000,0.229600
3086,59.434999,0.229665
3087,58.387999,0.229730
3088,59.506001,0.229795
3089,57.131001,0.229859
3090,56.990000,0.229922
3091,58.877002,0.229987
3092,58.107998,0.230051
3093,57.619000,0.230114
3094,60.761999,0.230181
3095,56.920999,0.230244
3096,59.086000,0.230310
3097,58.107998,0.230374
3098,57.131001,0.230437
3099,59.366001,0.230502
3100,54.266999,0.230563
3101,59.574999,0.230632
3102,56.711000,0.230695
3103,59.086000,0.230759
3104,59.574999,0.230825
3105,60.622999,0.230892
3106,58.737001,0.230957
3107,56.920999,0.231020
3108,58.247999,0.231083
3109,63.485997,0.231153
3110,56.851000,0.231216
3111,61.669998,0.231283
3112,59.086000,0.231348
3113,58.178000,0.231412
3114,59.086000,0.231478
3115,63.275998,0.231567
3116,64.325002,0.231637
3117,57.689002,0.231701
3118,60.482998,0.231768
3119,60.761999,0.231834
3120,58.247999,0.231898
3121,54.896002,0.231959
3122,59.505001,0.232025
3123,56.153000,0.232087
3124,59.226000,0.232152
3125,56.712001,0.232215
3126,56.780998,0.232278
3127,59.435999,0.232344
3128,57.759000,0.232407
3129,59.155998,0.232473
3130,57.619000,0.232536
3131,56.781999,0.232599
3132,58.737001,0.232663
3133,79.270001,0.232749
3134,60.134000,0.232816
3135,60.761999,0.232882
3136,57.759000,0.232947
3137,59.574999,0.233013
3138,58.178000,0.233077
3139,57.480000,0.233141
3140,59.155998,0.233205
3141,57.689002,0.233268
3142,59.155998,0.233334
3143,54.198001,0.233394
3144,57.270001,0.233458
3145,58.666999,0.233523
3146,56.362001,0.233585
3147,60.132999,0.233650
3148,57.199999,0.233714
3149,58.178000,0.233778
3150,58.737001,0.233843
3151,56.712001,0.233906
3152,58.666999,0.233971
3153,56.712001,0.234034
3154,59.155998,0.234099
3155,60.343002,0.234165
3156,55.385000,0.234225
3157,57.689002,0.234289
3158,59.226000,0.234353
3159,57.130001,0.234416
3160,59.086000,0.234481
3161,57.620000,0.234545
3162,53.569001,0.234604
3163,59.713999,0.234670
3164,59.086000,0.234736
3165,59.574999,0.234802
3166,181.379000,0.234991
3167,93.379000,0.235091
3168,84.439002,0.235181
3169,61.182000,0.235249
3170,61.879997,0.235317
3171,58.178000,0.235382
3172,57.689998,0.235445
3173,60.343002,0.235511
3174,58.666999,0.235576
3175,57.200999,0.235639
3176,59.574999,0.235705
3177,54.895001,0.235766
3178,58.666999,0.235831
3179,58.666999,0.235895
3180,57.200999,0.235959
3181,59.853999,0.236024
3182,57.759000,0.236088
3183,62.018997,0.236156
3184,58.527999,0.236221
3185,57.828998,0.236284
3186,60.064001,0.236350
3187,57.689998,0.236414
3188,59.644000,0.236480
3189,54.477001,0.236540
3190,58.178000,0.236605
3191,60.064001,0.236671
3192,68.793997,0.236746
3193,61.810002,0.236814
3194,57.199999,0.236877
3195,58.666999,0.236942
3196,59.226000,0.237007
3197,56.641999,0.237070
3198,56.641999,0.237133
3199,60.134000,0.237198
3200,58.737001,0.237263
3201,58.598001,0.237332
3202,54.826000,0.237392
3203,56.711000,0.237455
3204,59.226000,0.237520
3205,59.016002,0.237586
3206,59.155998,0.237651
3207,56.711000,0.237714
3208,56.851000,0.237777
3209,59.713999,0.237842
3210,57.199999,0.237905
3211,59.505001,0.237970
3212,56.291999,0.238033
3213,56.920999,0.238096
3214,60.761999,0.238163
3215,69.073998,0.238239
3216,70.191003,0.238317
3217,59.435999,0.238383
3218,60.413000,0.238449
3219,61.459999,0.238517
3220,59.993999,0.238589
3221,61.111998,0.238656
3222,62.437997,0.238724
3223,59.505001,0.238790
3224,61.040999,0.238858
3225,59.855000,0.238924
3226,60.064001,0.238990
3227,60.553000,0.239056
3228,59.155998,0.239121
3229,62.298997,0.239189
3230,58.666999,0.239253
3231,59.645001,0.239318
3232,60.482998,0.239384
3233,58.386999,0.239448
3234,60.132999,0.239514
3235,58.736001,0.239579
3236,58.107998,0.239643
3237,61.669998,0.239711
3238,59.086000,0.239776
3239,59.574999,0.239841
3240,60.064001,0.239907
3241,59.365000,0.239972
3242,62.927000,0.240041
3243,58.666999,0.240105
3244,62.509003,0.240173
3245,61.321000,0.240241
3246,60.064001,0.240307
3247,61.949999,0.240374
3248,58.597001,0.240438
3249,59.435999,0.240503
3250,60.553000,0.240570
3251,59.226000,0.240635
3252,138.496005,0.240781
3253,129.138003,0.240918
3254,68.166002,0.240993
3255,87.023000,0.241086
3256,61.530001,0.241153
3257,87.163004,0.241246
3258,57.760000,0.241310
3259,79.201003,0.241395
3260,60.482998,0.241461
3261,80.946003,0.241547
3262,59.505001,0.241613
3263,82.972001,0.241701
3264,57.619000,0.241765
3265,81.575003,0.241852
3266,58.666999,0.241917
3267,79.201003,0.242002
3268,60.622999,0.242068
3269,77.734003,0.242151
3270,61.949999,0.242218
3271,57.270001,0.242281
3272,57.968999,0.242345
3273,59.924001,0.242411
3274,57.270001,0.242475
3275,59.645001,0.242541
3276,57.060999,0.242604
3277,59.505001,0.242669
3278,59.155998,0.242735
3279,57.339999,0.242798
3280,58.527999,0.242863
3281,57.689002,0.242926
3282,59.155998,0.242991
3283,59.645001,0.243057
3284,57.828998,0.243121
3285,66.699002,0.243217
3286,60.064001,0.243284
3287,65.790999,0.243356
3288,59.714999,0.243421
3289,57.689002,0.243485
3290,57.270001,0.243549
3291,59.574999,0.243615
3292,57.339999,0.243678
3293,60.064001,0.243744
3294,57.619000,0.243808
3295,56.712001,0.243871
3296,59.713999,0.243936
3297,57.620000,0.244001
3298,59.087000,0.244066
3299,57.620000,0.244129
3300,59.785001,0.244195
3301,59.155998,0.244264
3302,58.178000,0.244328
3303,57.200999,0.244391
3304,58.877002,0.244455
3305,56.012999,0.244518
3306,59.574999,0.244583
3307,57.619000,0.244647
3308,66.070003,0.244718
3309,61.879000,0.244786
3310,63.836000,0.244856
3311,59.574999,0.244922
3312,59.784001,0.244988
3313,57.271001,0.245051
3314,59.155998,0.245117
3315,59.574999,0.245182
3316,59.435999,0.245248
3317,57.199999,0.245310
3318,58.666999,0.245375
3319,58.666999,0.245439
3320,57.550002,0.245503
3321,58.876001,0.245568
3322,57.200999,0.245630
3323,58.178000,0.245694
3324,59.993999,0.245760
3325,57.968999,0.245824
3326,56.711000,0.245887
3327,58.666999,0.245952
3328,59.434999,0.246017
3329,58.877002,0.246082
3330,57.199999,0.246145
3331,57.131001,0.246208
3332,59.574999,0.246273
3333,59.853999,0.246339
3334,59.086000,0.246404
3335,57.619000,0.246467
3336,63.975000,0.246538
3337,149.321000,0.246695
3338,67.257999,0.246769
3339,64.603999,0.246840
3340,60.064001,0.246906
3341,60.132999,0.246972
3342,62.439001,0.247040
3343,59.645001,0.247107
3344,62.020001,0.247174
3345,60.064001,0.247240
3346,58.107998,0.247305
3347,60.832001,0.247371
3348,60.134000,0.247438
3349,59.155998,0.247503
3350,62.088999,0.247571
3351,59.016998,0.247635
3352,60.553000,0.247701
3353,100.641999,0.247809
3354,62.298997,0.247877
3355,62.787003,0.247946
3356,59.645001,0.248011
3357,62.509003,0.248080
3358,58.107998,0.248144
3359,61.459999,0.248211
3360,61.461003,0.248280
3361,59.645001,0.248346
3362,60.972001,0.248412
3363,59.574999,0.248478
3364,59.574999,0.248544
3365,61.949999,0.248612
3366,59.294998,0.248677
3367,77.944002,0.248761
3368,62.997002,0.248831
3369,60.553000,0.248898
3370,61.042003,0.248964
3371,59.086000,0.249029
3372,58.107998,0.249093
3373,62.018997,0.249161
3374,60.622999,0.249228
3375,61.042003,0.249295
3376,59.155998,0.249361
3377,59.226000,0.249426
3378,60.134000,0.249492
3379,59.574999,0.249558
3380,60.972001,0.249624
3381,59.016998,0.249690
3382,59.713999,0.249756
3383,61.042003,0.249822
3384,59.086000,0.249887
3385,61.040999,0.249954
3386,57.689998,0.250018
3387,58.666999,0.250082
3388,59.574999,0.250148
3389,61.461003,0.250216
3390,58.666999,0.250279
3391,61.530998,0.250347
3392,59.644000,0.250413
3393,60.621998,0.250479
3394,61.530998,0.250547
3395,58.666999,0.250611
3396,61.461003,0.250679
3397,59.086000,0.250744
3398,61.181003,0.250812
3399,62.439001,0.250880
3400,59.574999,0.250946
3401,61.530998,0.251016
3402,59.155002,0.251081
3403,63.416999,0.251150
3404,61.111001,0.251217
3405,60.203001,0.251283
3406,60.901999,0.251350
3407,58.666999,0.251414
3408,60.064001,0.251480
3409,59.086000,0.251544
3410,59.574999,0.251610
3411,60.553000,0.251676
3412,59.155998,0.251741
3413,59.086000,0.251807
3414,60.622999,0.251873
3415,60.063001,0.251939
3416,61.042003,0.252006
3417,58.107998,0.252069
3418,60.064001,0.252136
3419,62.437997,0.252204
3420,59.714999,0.252269
3421,61.042003,0.252336
3422,109.232002,0.252453
3423,71.937000,0.252532
3424,63.765001,0.252602
3425,63.765001,0.252672
3426,79.201003,0.252757
3427,60.482998,0.252823
3428,59.993999,0.252889
3429,61.740000,0.252957
3430,59.645001,0.253023
3431,60.553000,0.253090
3432,61.810002,0.253158
3433,62.298997,0.253226
3434,61.042003,0.253292
3435,60.204002,0.253359
3436,59.924001,0.253424
3437,61.461003,0.253492
3438,59.086000,0.253557
3439,61.949999,0.253625
3440,59.993999,0.253691
3441,58.666999,0.253756
3442,60.134000,0.253822
3443,59.645001,0.253887
3444,61.810002,0.253956
3445,59.295999,0.254021
3446,59.574999,0.254087
3447,63.416999,0.254157
3448,58.946000,0.254221
3449,60.901999,0.254287
3450,58.666999,0.254352
3451,60.132999,0.254418
3452,61.808998,0.254486
3453,58.247999,0.254550
3454,59.574999,0.254615
3455,62.018997,0.254683
3456,65.790999,0.254780
3457,62.439001,0.254849
3458,60.064001,0.254915
3459,58.598001,0.254980
3460,60.553000,0.255046
3461,60.064001,0.255112
3462,62.018997,0.255181
3463,59.714999,0.255246
3464,58.387999,0.255310
3465,61.042003,0.255377
3466,59.645001,0.255443
3467,61.111001,0.255510
3468,59.434999,0.255575
3469,59.645001,0.255641
3470,61.530998,0.255708
3471,60.553000,0.255775
3472,61.321000,0.255842
3473,59.086000,0.255907
3474,59.574999,0.255973
3475,60.064001,0.256039
3476,59.645001,0.256105
3477,59.574999,0.256171
3478,62.578001,0.256239
3479,60.622999,0.256306
3480,60.343002,0.256372
3481,61.530998,0.256439
3482,59.574999,0.256505
3483,60.972001,0.256572
3484,59.853999,0.256638
3485,74.522002,0.256718
3486,63.416002,0.256787
3487,60.622999,0.256853
3488,61.530998,0.256921
3489,60.622999,0.256987
3490,65.371001,0.257059
3491,58.877002,0.257124
