hash,key,value,next
18,marybecker,3200,robbinsjared
18,robbinsjared,-1086,coopercarol
18,coopercarol,-174,malonejoseph
18,malonejoseph,-1514,qcook
18,qcook,-2562,ntaylor
18,ntaylor,404,codyfleming
18,codyfleming,-1910,joshuadavis
18,joshuadavis,1810,wendyoconnor
18,wendyoconnor,-1636,clinekellie
18,clinekellie,-4210,mercermichael
18,mercermichael,-1741,edwardaa
18,edwardaa,3102,cathybowman
18,cathybowman,1907,martinaa
18,martinaa,235,mferrell
18,mferrell,613,shawpaul
18,shawpaul,-508,kgonzalez
18,kgonzalez,470,caseyaustin
18,caseyaustin,1750,ybarry
18,ybarry,-3457,robertsjames
18,robertsjames,-4430,NULL

19,steelepamela,204,harrisonalexander
19,harrisonalexander,63,solson
19,solson,-436,brittneyvaughn
19,brittneyvaughn,1680,sodonnell
19,sodonnell,-1482,toddjohnson
19,toddjohnson,-622,jasonmccarthy
19,jasonmccarthy,468,ievans
19,ievans,4295,gbradley
19,gbradley,-743,sharonaguirre
19,sharonaguirre,3913,markdavis
19,markdavis,-1353,riddleamanda
19,riddleamanda,1629,ashleynichols
19,ashleynichols,-1828,jamesmendoza
19,jamesmendoza,-1732,dakotaaa
19,dakotaaa,-1080,bensonjennifer
19,bensonjennifer,1032,xstewart
19,xstewart,1171,singletonmichelle
19,singletonmichelle,2692,nlawson
19,nlawson,-876,sarahhernandez
19,sarahhernandez,2709,melissacruz
19,melissacruz,4466,xanderson
19,xanderson,2630,ehill
19,ehill,2376,reedjessica
19,reedjessica,-514,jessicacabrera
19,jessicacabrera,935,cristinawhite
19,cristinawhite,34,carlamartin
19,carlamartin,2709,lambjared
19,lambjared,33,bryanaa
19,bryanaa,-2919,johnmendez
19,johnmendez,1348,uroth
19,uroth,-1654,erikamiles
19,erikamiles,-565,vlong
19,vlong,-900,livingstonjoseph
19,livingstonjoseph,-3752,smithrebecca
19,smithrebecca,-4659,millerkathryn
19,millerkathryn,-2478,yorkleonard
19,yorkleonard,2585,nwoods
19,nwoods,-1981,wilsonrobin
19,wilsonrobin,2391,wgarner
19,wgarner,3724,grantnathan
19,grantnathan,-1969,goodmanchristina
19,goodmanchristina,1696,kellybaldwin
19,kellybaldwin,-513,hernandezjeffrey
19,hernandezjeffrey,-612,xbailey
19,xbailey,-1348,ymurphy
19,ymurphy,-4101,walsheric
19,walsheric,-3523,andersonbrian
19,andersonbrian,-2441,ronaldaa
19,ronaldaa,-3232,ostephenson
19,ostephenson,135,oklein
19,oklein,-3505,davismichael
19,davismichael,-801,davidaa
19,davidaa,-644,NULL

20,luisfleming,2426,calderonkimberly
20,calderonkimberly,-2515,kellyperry
20,kellyperry,3028,ericpeterson
20,ericpeterson,3446,xdavis
20,xdavis,323,oayala
20,oayala,1394,lindsaylowe
20,lindsaylowe,4433,butlercameron
20,butlercameron,-2240,awilliams
20,awilliams,1199,johnnygreen
20,johnnygreen,-2352,josephjenkins
20,josephjenkins,-322,sdawson
20,sdawson,4520,andrewsellers
20,andrewsellers,-199,martinezjennifer
20,martinezjennifer,-4259,npage
20,npage,-337,molinabonnie
20,molinabonnie,-2584,wesleyaa
20,wesleyaa,1779,dmendez
20,dmendez,-3,danielboyd
20,danielboyd,-647,mguzman
20,mguzman,666,emoore
20,emoore,-2804,greerdawn
20,greerdawn,-2614,joseaa
20,joseaa,2838,katrinamatthews
20,katrinamatthews,-371,ricksullivan
20,ricksullivan,3216,xjones
20,xjones,-280,vrhodes
20,vrhodes,1467,uwilkinson
20,uwilkinson,-1037,zle
20,zle,631,pfields
20,pfields,1829,djohnson
20,djohnson,-1587,tayloralexandra
20,tayloralexandra,-158,byrdmatthew
20,byrdmatthew,-671,NULL

21,qjohnson,-4545,jwalker
21,jwalker,774,bradleygarrett
21,bradleygarrett,335,rossdunn
21,rossdunn,1986,maryhutchinson
21,maryhutchinson,-10,thomasnolan
21,thomasnolan,-577,hayleymyers
21,hayleymyers,267,jordanaa
21,jordanaa,-2189,martinezlarry
21,martinezlarry,3956,zheath
21,zheath,1501,jodiaa
21,jodiaa,-2652,shawkins
21,shawkins,-89,obriennancy
21,obriennancy,1838,annaaa
21,annaaa,-814,natalieingram
21,natalieingram,-3946,evananderson
21,evananderson,426,ashleyperry
21,ashleyperry,1276,soniaaa
21,soniaaa,-260,marydavis
21,marydavis,-1479,raymondaa
21,raymondaa,4326,lowesherry
21,lowesherry,1200,csmith
21,csmith,-2361,reeddana
21,reeddana,-1143,kerrirodriguez
21,kerrirodriguez,1546,patrickfloyd
21,patrickfloyd,1884,qford
21,qford,-232,imontoya
21,imontoya,3913,jesusaa
21,jesusaa,1965,NULL

22,michelleanderson,104,hicksmichelle
22,hicksmichelle,-1214,grantandrew
22,grantandrew,-1977,qlucas
22,qlucas,-892,meghanwhite
22,meghanwhite,-1589,warneramanda
22,warneramanda,-1894,williamswanda
22,williamswanda,-2053,npeters
22,npeters,-183,conniebaker
22,conniebaker,1786,mcollins
22,mcollins,3482,wwilliams
22,wwilliams,-491,ashleygarcia
22,ashleygarcia,2869,bgibbs
22,bgibbs,-4280,scottpeter
22,scottpeter,-3012,rodriguezdanielle
22,rodriguezdanielle,2068,ncantu
22,ncantu,304,jenniferbarry
22,jenniferbarry,922,vhernandez
22,vhernandez,-329,jeffreybutler
22,jeffreybutler,-357,rrobles
22,rrobles,1232,scottturner
22,scottturner,-484,josephmurray
22,josephmurray,-872,paulmark
22,paulmark,-2149,fflynn
22,fflynn,-1985,rachelramos
22,rachelramos,-2940,bellashley
22,bellashley,-1511,qbarron
22,qbarron,1754,brookeross
22,brookeross,-1937,cordovawilliam
22,cordovawilliam,-1162,jonathanmoore
22,jonathanmoore,1310,williamscheryl
22,williamscheryl,-2575,nmcdowell
22,nmcdowell,-143,forbesmegan
22,forbesmegan,-4656,kimjenna
22,kimjenna,981,parkerdavid
22,parkerdavid,4157,bryanhall
22,bryanhall,-670,davishunter
22,davishunter,-344,maynicole
22,maynicole,1496,qspencer
22,qspencer,-388,derricksmith
22,derricksmith,-1725,pfernandez
22,pfernandez,4455,cainkatie
22,cainkatie,-3867,suttondavid
22,suttondavid,4235,NULL

23,vasquezmichelle,-2158,terrencewilliams
23,terrencewilliams,-2091,brianguzman
23,brianguzman,-1317,wademandy
23,wademandy,945,connerrebecca
23,connerrebecca,640,gonzalezpeggy
23,gonzalezpeggy,-3,meghanaa
23,meghanaa,1433,smithlaura
23,smithlaura,2349,qsmith
23,qsmith,2406,freyes
23,freyes,-186,michaelgarcia
23,michaelgarcia,947,crawfordrobert
23,crawfordrobert,377,jamesglass
23,jamesglass,-650,masondavid
23,masondavid,-1578,curtisgalloway
23,curtisgalloway,516,mcdonaldjames
23,mcdonaldjames,1103,hannahallen
23,hannahallen,265,kaitlinaa
23,kaitlinaa,2542,pittmanjoseph
23,pittmanjoseph,-604,combsamanda
23,combsamanda,3760,nixoncrystal
23,nixoncrystal,-2207,nicolethompson
23,nicolethompson,-1893,richardhiggins
23,richardhiggins,-1341,adamsstacy
23,adamsstacy,901,turnerjoshua
23,turnerjoshua,1514,brownryan
23,brownryan,-57,collinsnicole
23,collinsnicole,-2384,xramirez
23,xramirez,759,brandonsimmons
23,brandonsimmons,-3050,dmiles
23,dmiles,-2969,zpeterson
23,zpeterson,1020,kbanks
23,kbanks,-876,angelapotter
23,angelapotter,-2827,kyang
23,kyang,4449,vthornton
23,vthornton,720,rachaelaa
23,rachaelaa,-1415,sburgess
23,sburgess,-523,crodriguez
23,crodriguez,-3079,pamelaaa
23,pamelaaa,-971,jerryaa
23,jerryaa,-3375,gwilliamson
23,gwilliamson,-107,penalori
23,penalori,679,jessicawilson
23,jessicawilson,-515,nathanielaa
23,nathanielaa,-400,NULL

24,hoodsherry,3332,myerswilliam
24,myerswilliam,1019,randallcolin
24,randallcolin,2171,evanscurtis
24,evanscurtis,602,brandonhoover
24,brandonhoover,629,urobinson
24,urobinson,3223,crystalchang
24,crystalchang,1440,kristenshaffer
24,kristenshaffer,1729,travisbailey
24,travisbailey,131,cameronaa
24,cameronaa,-1846,pbates
24,pbates,-3576,thomaskimberly
24,thomaskimberly,-2313,christopherstevens
24,christopherstevens,-2704,mhenderson
24,mhenderson,994,mlopez
24,mlopez,3184,dicksonpamela
24,dicksonpamela,1062,morrismichael
24,morrismichael,2728,wsanchez
24,wsanchez,-885,davidrowland
24,davidrowland,1396,craigsoto
24,craigsoto,-224,gbeltran
24,gbeltran,1489,emeyer
24,emeyer,367,richardsonkellie
24,richardsonkellie,-673,matthewsnyder
24,matthewsnyder,-1256,ijoyce
24,ijoyce,2218,whitekylie
24,whitekylie,996,carrieharris
24,carrieharris,-621,oarnold
24,oarnold,3143,welchariana
24,welchariana,-4457,robinsontiffany
24,robinsontiffany,396,tcoleman
24,tcoleman,-272,iingram
24,iingram,-2529,lisaaa
24,lisaaa,656,rebeccafrancis
24,rebeccafrancis,1556,alecaa
24,alecaa,-825,marywilliams
24,marywilliams,2600,rachelsparks
24,rachelsparks,-3086,scottaa
24,scottaa,-642,sherryaa
24,sherryaa,693,williamsrodney
24,williamsrodney,61,marthaaa
24,marthaaa,3551,sallyaa
24,sallyaa,184,eharrison
24,eharrison,-2771,emaxwell
24,emaxwell,231,NULL

25,montoyastephanie,1931,yprice
25,yprice,-2945,mvillegas
25,mvillegas,-1773,mwalsh
25,mwalsh,-2414,ricebrittany
25,ricebrittany,830,bateslisa
25,bateslisa,-1227,hlong
25,hlong,3160,dianajones
25,dianajones,468,lauravasquez
25,lauravasquez,4450,wilsonmegan
25,wilsonmegan,-3713,loriaa
25,loriaa,-1983,mblanchard
25,mblanchard,1239,obrienkelsey
25,obrienkelsey,-2259,adamsmith
25,adamsmith,-523,daleperry
25,daleperry,82,lmolina
25,lmolina,-29,fwilliams
25,fwilliams,-2540,mhowell
25,mhowell,3860,barbaraelliott
25,barbaraelliott,1705,wlyons
25,wlyons,2852,vickiaa
25,vickiaa,492,ggoodman
25,ggoodman,1997,bstewart
25,bstewart,-1237,donaldmitchell
25,donaldmitchell,-1392,hartmankenneth
25,hartmankenneth,-3308,brucemark
25,brucemark,4538,ijones
25,ijones,1988,pooleanita
25,pooleanita,-3553,jeremiahnewton
25,jeremiahnewton,166,vasquezsamantha
25,vasquezsamantha,668,etodd
25,etodd,-2458,joelaa
25,joelaa,-2046,llamb
25,llamb,-1394,pricejonathon
25,pricejonathon,1366,kevinlozano
25,kevinlozano,3788,alexandraallen
25,alexandraallen,-115,barryabbott
25,barryabbott,419,fjimenez
25,fjimenez,2449,alvinaa
25,alvinaa,1437,colleendominguez
25,colleendominguez,-3767,markclark
25,markclark,-1909,mmccarthy
25,mmccarthy,-1106,NULL

26,maryzhang,-2500,johnramirez
26,johnramirez,-760,mrichards
26,mrichards,-273,upowers
26,upowers,518,ericrobinson
26,ericrobinson,697,justindavid
26,justindavid,-1313,qsummers
26,qsummers,-568,turnerabigail
26,turnerabigail,-562,williamgomez
26,williamgomez,-30,xkirk
26,xkirk,-1857,curtiscindy
26,curtiscindy,929,smithbrian
26,smithbrian,2067,barryjennifer
26,barryjennifer,2527,roberthoffman
26,roberthoffman,2517,vincentaa
26,vincentaa,394,bondnicole
26,bondnicole,1749,scottjames
26,scottjames,-542,jacknichols
26,jacknichols,1427,nelsonmatthew
26,nelsonmatthew,4501,ecampbell
26,ecampbell,454,sheriaa
26,sheriaa,3533,blakeaa
26,blakeaa,-1225,johnwashington
26,johnwashington,-664,morrisjoseph
26,morrisjoseph,236,grantaguilar
26,grantaguilar,64,gabrielleaa
26,gabrielleaa,547,walkermichelle
26,walkermichelle,2694,pwhite
26,pwhite,1654,amberfrye
26,amberfrye,-2116,morsejason
26,morsejason,533,jacobramirez
26,jacobramirez,-1769,NULL

27,thomasfrancis,-3330,ibeck
27,ibeck,-1928,jessicadiaz
27,jessicadiaz,-3238,yelliott
27,yelliott,-54,perezconnie
27,perezconnie,-3459,amandashields
27,amandashields,3589,catherinefarley
27,catherinefarley,-1164,davidrogers
27,davidrogers,-1426,walkerjames
27,walkerjames,-512,gmorton
27,gmorton,-2496,stacyaa
27,stacyaa,-157,sflores
27,sflores,-1738,reeseryan
27,reeseryan,-1451,martineric
27,martineric,-2907,wheelerdalton
27,wheelerdalton,-1644,mlawrence
27,mlawrence,521,walleredward
27,walleredward,288,abaker
27,abaker,1551,cford
27,cford,1698,wjones
27,wjones,2706,mcclainmichael
27,mcclainmichael,1804,michaeldavis
27,michaeldavis,-203,jwilson
27,jwilson,1881,kellylisa
27,kellylisa,1722,vschmidt
27,vschmidt,-2618,zbrown
27,zbrown,-451,zriddle
27,zriddle,-3516,apalmer
27,apalmer,1914,wfowler
27,wfowler,801,kmcconnell
27,kmcconnell,-4305,wilsonmatthew
27,wilsonmatthew,1558,mbeasley
27,mbeasley,1955,derrickaa
27,derrickaa,734,marktodd
27,marktodd,601,wdavis
27,wdavis,727,kennethscott
27,kennethscott,-4445,xburns
27,xburns,-1536,christinarichardson
27,christinarichardson,-118,whitneyaa
27,whitneyaa,-816,pamelagomez
27,pamelagomez,687,aanthony
27,aanthony,2803,danaaa
27,danaaa,315,NULL

28,danielcochran,-948,iholder
28,iholder,1482,vevans
28,vevans,-2047,gilesroger
28,gilesroger,-332,mhunter
28,mhunter,727,arthurdurham
28,arthurdurham,-2808,adamsjulie
28,adamsjulie,1115,nharmon
28,nharmon,1374,daltondaniel
28,daltondaniel,2716,coleemily
28,coleemily,-2989,meyerphyllis
28,meyerphyllis,3122,paigecrane
28,paigecrane,-1724,bleblanc
28,bleblanc,-1626,xhuang
28,xhuang,2506,coreyrhodes
28,coreyrhodes,-464,masonkevin
28,masonkevin,-1107,brittneyaa
28,brittneyaa,-1740,briggshector
28,briggshector,3051,kimberlyvargas
28,kimberlyvargas,-3774,zhull
28,zhull,-2472,annaa
28,annaa,1321,hjohnson
28,hjohnson,-1274,conniehernandez
28,conniehernandez,873,floydstacey
28,floydstacey,1808,kristinaaa
28,kristinaaa,-3075,esteele
28,esteele,-3002,oreese
28,oreese,659,bsmith
28,bsmith,1996,janicewhite
28,janicewhite,-1491,NULL

29,zhenry,1642,wolferenee
29,wolferenee,720,pcompton
29,pcompton,-3482,kelseytorres
29,kelseytorres,730,christinafoster
29,christinafoster,1629,andrewvega
29,andrewvega,-2015,stephaniehernandez
29,stephaniehernandez,-112,lawrencejones
29,lawrencejones,-1840,theresaosborne
29,theresaosborne,-29,charlesrobertson
29,charlesrobertson,-1922,jharrison
29,jharrison,-3000,brettcoleman
29,brettcoleman,920,ujohnson
29,ujohnson,1302,xvargas
29,xvargas,-2953,tamiwallace
29,tamiwallace,3278,ortegajanice
29,ortegajanice,907,jamescooper
29,jamescooper,2490,kristaaa
29,kristaaa,954,dustinphillips
29,dustinphillips,-1433,woodardangela
29,woodardangela,-1642,fergusonjeffrey
29,fergusonjeffrey,1856,erodriguez
29,erodriguez,-3771,shansen
29,shansen,-1759,jenniferjohnson
29,jenniferjohnson,-3308,kylecarroll
29,kylecarroll,773,stevensthomas
29,stevensthomas,-2825,andreasmith
29,andreasmith,2040,pmorgan
29,pmorgan,571,brendawoods
29,brendawoods,780,peterpatterson
29,peterpatterson,-156,dcollins
29,dcollins,-3368,georgesara
29,georgesara,569,aliceaa
29,aliceaa,-3866,xbennett
29,xbennett,-560,phillipskatherine
29,phillipskatherine,9,munozgregory
29,munozgregory,-679,zrobinson
29,zrobinson,-2150,leefrank
29,leefrank,-799,timothyaa
29,timothyaa,-147,NULL

30,dstafford,-1537,lewiskim
30,lewiskim,-2504,ehaynes
30,ehaynes,-3091,gramos
30,gramos,-1783,nathanielhudson
30,nathanielhudson,903,jimmyjones
30,jimmyjones,-555,wsimon
30,wsimon,-408,stephenwilliams
30,stephenwilliams,2418,amandasingleton
30,amandasingleton,1913,allennancy
30,allennancy,962,moorejill
30,moorejill,2485,pwood
30,pwood,1172,kristinhall
30,kristinhall,805,fgriffith
30,fgriffith,-1936,jfowler
30,jfowler,888,mbarajas
30,mbarajas,760,toddguzman
30,toddguzman,630,nvalenzuela
30,nvalenzuela,862,anthonylevy
30,anthonylevy,-320,perezeric
30,perezeric,-820,tinagutierrez
30,tinagutierrez,654,yglenn
30,yglenn,1761,garciamatthew
30,garciamatthew,-3207,lhuff
30,lhuff,3693,jennifermanning
30,jennifermanning,1090,danielcampbell
30,danielcampbell,3274,uwheeler
30,uwheeler,-3086,jonathanwilliams
30,jonathanwilliams,-3117,graymelissa
30,graymelissa,3390,traciwashington
30,traciwashington,817,kwilliams
30,kwilliams,1898,laurenaa
30,laurenaa,1863,diazjustin
30,diazjustin,3924,sarahaa
30,sarahaa,-2349,ycoffey
30,ycoffey,660,gmitchell
30,gmitchell,-3453,youngedward
30,youngedward,3464,psmith
30,psmith,-4202,asanchez
30,asanchez,3719,reneeaa
30,reneeaa,1841,brentwilliams
30,brentwilliams,2852,rachelaa
30,rachelaa,-273,webbjennifer
30,webbjennifer,623,veronicaaa
30,veronicaaa,1167,esanders
30,esanders,3574,savagerobert
30,savagerobert,910,NULL

31,barryjoel,146,orobbins
31,orobbins,-290,robertpeterson
31,robertpeterson,1688,carlosfrench
31,carlosfrench,-2131,kellyjeanne
31,kellyjeanne,1939,johnsonadam
31,johnsonadam,-2108,dortega
31,dortega,-3747,johnsonmichelle
31,johnsonmichelle,-1517,mweber
31,mweber,-1069,joneskatherine
31,joneskatherine,1373,brettsmith
31,brettsmith,96,bradleyfrazier
31,bradleyfrazier,-1215,agriffin
31,agriffin,1260,michellelin
31,michellelin,658,phillipsshannon
31,phillipsshannon,-2595,ryanberry
31,ryanberry,-347,tylerbest
31,tylerbest,224,jasonmartin
31,jasonmartin,-738,kpowell
31,kpowell,1700,gibsonjenny
31,gibsonjenny,915,shawnproctor
31,shawnproctor,-965,lingram
31,lingram,3817,teresaaa
31,teresaaa,-115,nicholsjoshua
31,nicholsjoshua,243,hmarks
31,hmarks,-512,meganmartinez
31,meganmartinez,1632,walterbradley
31,walterbradley,-1332,yconner
31,yconner,-366,timothybrennan
31,timothybrennan,3093,waltonnicholas
31,waltonnicholas,1666,virginiaevans
31,virginiaevans,-47,marcjohnson
31,marcjohnson,4468,tamarafischer
31,tamarafischer,1756,jmurray
31,jmurray,-867,thomasclarke
31,thomasclarke,137,leonardpittman
31,leonardpittman,-1225,townsendtara
31,townsendtara,214,jamesaa
31,jamesaa,-1291,smithjonathon
31,smithjonathon,2772,rodriguezwilliam
31,rodriguezwilliam,-2679,NULL

32,blakesavannah,-1689,ngriffin
32,ngriffin,3973,ahardin
32,ahardin,643,phillipsmatthew
32,phillipsmatthew,-469,davispeter
32,davispeter,710,jonathonhuber
32,jonathonhuber,-1728,fbyrd
32,fbyrd,-952,dunndale
32,dunndale,-147,jenniferduran
32,jenniferduran,342,colinaa
32,colinaa,818,urandall
32,urandall,-4263,fernandowilliams
32,fernandowilliams,545,marthamckinney
32,marthamckinney,-2600,johnsonkaitlin
32,johnsonkaitlin,-388,leslieburke
32,leslieburke,-285,zlarsen
32,zlarsen,-1100,kristinmendez
32,kristinmendez,2566,pennymatthews
32,pennymatthews,597,hpreston
32,hpreston,-3207,lynnaa
32,lynnaa,-2518,lindamcconnell
32,lindamcconnell,1629,matthewchavez
32,matthewchavez,-3509,wwu
32,wwu,2927,patrickwhite
32,patrickwhite,-2622,davidmcpherson
32,davidmcpherson,-1799,tiffanyaa
32,tiffanyaa,-483,kbrown
32,kbrown,74,mcmahonelizabeth
32,mcmahonelizabeth,-1812,hdavis
32,hdavis,150,colemanjames
32,colemanjames,-2155,erinwright
32,erinwright,-2618,johnsondwayne
32,johnsondwayne,-925,cbryant
32,cbryant,-2702,melissasmith
32,melissasmith,-1402,suzanneprice
32,suzanneprice,1252,tmartin
32,tmartin,55,melissavance
32,melissavance,-191,allengarcia
32,allengarcia,-796,ttaylor
32,ttaylor,1860,baxterjeanne
32,baxterjeanne,1768,NULL

33,taylorrebecca,-94,egray
33,egray,-933,christopherdonovan
33,christopherdonovan,-459,maryharvey
33,maryharvey,1653,limargaret
33,limargaret,2495,jamessanchez
33,jamessanchez,-3564,michaelclark
33,michaelclark,1149,danielsdavid
33,danielsdavid,787,nicoleclayton
33,nicoleclayton,2702,christinajohnson
33,christinajohnson,611,thomasmarshall
33,thomasmarshall,2237,larryblair
33,larryblair,-3033,loganjonathan
33,loganjonathan,1415,angelyork
33,angelyork,1029,russellaa
33,russellaa,3184,tonyasampson
33,tonyasampson,1328,wallacejohn
33,wallacejohn,-3706,owhite
33,owhite,295,eriksmith
33,eriksmith,1918,michaelhall
33,michaelhall,-2248,adamcarter
33,adamcarter,-113,marciavincent
33,marciavincent,-2260,ihernandez
33,ihernandez,4702,mcintyrekelly
33,mcintyrekelly,472,williammoon
33,williammoon,4062,katiemartinez
33,katiemartinez,-576,mbauer
33,mbauer,-24,joanberry
33,joanberry,-3429,marioreed
33,marioreed,-3439,christinewest
33,christinewest,-2301,nathanaa
33,nathanaa,-421,gking
33,gking,2338,ihampton
33,ihampton,-161,htyler
33,htyler,829,robertaa
33,robertaa,292,amylyons
33,amylyons,3770,matthewaa
33,matthewaa,-2295,jamieaa
33,jamieaa,-3654,NULL

34,melissahunt,346,ethansmith
34,ethansmith,-3743,alexkline
34,alexkline,-284,daltonmark
34,daltonmark,-525,deniseaguilar
34,deniseaguilar,1115,englishchristopher
34,englishchristopher,-2073,dominiqueaa
34,dominiqueaa,-208,jamesroman
34,jamesroman,-693,khenry
34,khenry,-4094,okennedy
34,okennedy,-1297,josecampbell
34,josecampbell,3506,ybrown
34,ybrown,-949,kimberlycisneros
34,kimberlycisneros,969,jenniferhaynes
34,jenniferhaynes,2901,garciazachary
34,garciazachary,-1016,howardturner
34,howardturner,1964,hollykelly
34,hollykelly,2644,usweeney
34,usweeney,780,lauramurray
34,lauramurray,2961,cbarton
34,cbarton,-1814,espinozabilly
34,espinozabilly,-3073,rholt
34,rholt,-1550,bbradley
34,bbradley,702,qgill
34,qgill,-534,mccoyjared
34,mccoyjared,-4213,jillrussell
34,jillrussell,3463,cherrypamela
34,cherrypamela,-62,xrangel
34,xrangel,1973,bshepard
34,bshepard,-1237,crystaljensen
34,crystaljensen,655,mcclainmelissa
34,mcclainmelissa,1062,spearskatherine
34,spearskatherine,-1758,seangomez
34,seangomez,-1696,chanjoanna
34,chanjoanna,2189,moraleslee
34,moraleslee,-280,rcole
34,rcole,499,myerschristina
34,myerschristina,1222,wroy
34,wroy,-604,barnesjimmy
34,barnesjimmy,-2465,omaraa
34,omaraa,-4127,edwardsmichael
34,edwardsmichael,4066,andrewthornton
34,andrewthornton,-313,sarahoconnor
34,sarahoconnor,-2071,vnelson
34,vnelson,-3934,arichards
34,arichards,-628,steveaa
34,steveaa,-438,vdavis
34,vdavis,-2448,christopherperez
34,christopherperez,-2742,vjones
34,vjones,752,olsonanna
34,olsonanna,81,leahdavis
34,leahdavis,-4486,rachelfleming
34,rachelfleming,1318,katherineaa
34,katherineaa,-3632,popeleonard
34,popeleonard,-698,qvilla
34,qvilla,-1829,bridgetwheeler
34,bridgetwheeler,-1781,andersonjohn
34,andersonjohn,1352,angelarivera
34,angelarivera,-2626,stephenaa
34,stephenaa,1808,michaelaa
34,michaelaa,462,orrrobin
34,orrrobin,-2870,NULL

35,xhorton,-1413,meganramirez
35,meganramirez,1695,barnettfrank
35,barnettfrank,3326,taracarson
35,taracarson,144,hebertemily
35,hebertemily,213,jesuswilson
35,jesuswilson,-882,christymarshall
35,christymarshall,-2977,tracygarcia
35,tracygarcia,238,grodriguez
35,grodriguez,-2650,jsandoval
35,jsandoval,2365,karabowen
35,karabowen,-200,yfisher
35,yfisher,1472,stephaniehawkins
35,stephaniehawkins,-707,chelseaevans
35,chelseaevans,-2390,mellis
35,mellis,-4451,foxtiffany
35,foxtiffany,1611,haleytaylor
35,haleytaylor,1288,thomassimmons
35,thomassimmons,-153,theresaaa
35,theresaaa,-1950,ahill
35,ahill,1304,gtaylor
35,gtaylor,2835,catherineross
35,catherineross,1542,echambers
35,echambers,-3949,robertsmary
35,robertsmary,-359,pwilliams
35,pwilliams,126,aprilaa
35,aprilaa,-1678,madelinewilliamson
35,madelinewilliamson,-895,andrewkemp
35,andrewkemp,3183,laurenjohnson
35,laurenjohnson,3944,johnsonjonathan
35,johnsonjonathan,607,fortiz
35,fortiz,-163,pwalker
35,pwalker,-2602,dylanaa
35,dylanaa,477,davisshelby
35,davisshelby,-1971,jenkinsbenjamin
35,jenkinsbenjamin,-1945,shirleyaa
35,shirleyaa,-861,teresajordan
35,teresajordan,272,asmith
35,asmith,-535,NULL

36,michaelwoodard,204,johnsonjames
36,johnsonjames,1800,efrancis
36,efrancis,-1319,danaodonnell
36,danaodonnell,2816,tvalencia
36,tvalencia,733,tjarvis
36,tjarvis,648,igonzalez
36,igonzalez,-657,zlivingston
36,zlivingston,1263,durhamnicole
36,durhamnicole,1291,brettaa
36,brettaa,889,bhuerta
36,bhuerta,4484,cwebb
36,cwebb,351,smithjoshua
36,smithjoshua,831,williamvilla
36,williamvilla,-3,meyervanessa
36,meyervanessa,-328,javieraa
36,javieraa,-1674,annaprince
36,annaprince,-2786,ljohnson
36,ljohnson,2619,michaelcarpenter
36,michaelcarpenter,-2140,vchung
36,vchung,188,lukeaa
36,lukeaa,-2018,christopherbrown
36,christopherbrown,334,earlgarcia
36,earlgarcia,1298,charleswilkins
36,charleswilkins,2750,matthewrhodes
36,matthewrhodes,259,travisaa
36,travisaa,-2235,martinangela
36,martinangela,-1500,jacobbooth
36,jacobbooth,228,andrewellison
36,andrewellison,-471,clarktimothy
36,clarktimothy,-576,brianaaa
36,brianaaa,3668,reedjason
36,reedjason,3210,georgeaa
36,georgeaa,-444,edgarnichols
36,edgarnichols,2533,michaelthompson
36,michaelthompson,-444,rothalice
36,rothalice,2906,NULL

37,osmith,1556,baileymelinda
37,baileymelinda,-3273,oparker
37,oparker,1995,perrynicole
37,perrynicole,1010,alarson
37,alarson,497,gloriaaa
37,gloriaaa,-2836,nicoleburns
37,nicoleburns,-621,ddelgado
37,ddelgado,212,robertcochran
37,robertcochran,-812,kbyrd
37,kbyrd,-846,michellebenitez
37,michellebenitez,3843,christianlydia
37,christianlydia,-2985,edwardwhite
37,edwardwhite,-1660,robertskara
37,robertskara,2462,wendydurham
37,wendydurham,3194,obrienchristina
37,obrienchristina,-173,debraaa
37,debraaa,-3885,biancaaa
37,biancaaa,1288,tortiz
37,tortiz,3725,phillipgonzalez
37,phillipgonzalez,-1245,kirbykara
37,kirbykara,-1614,russelldebra
37,russelldebra,1173,jdillon
37,jdillon,969,hunterryan
37,hunterryan,-1438,cliffordhernandez
37,cliffordhernandez,-556,davidgrant
37,davidgrant,-151,youngdawn
37,youngdawn,-1434,joshuawalker
37,joshuawalker,-3522,iflores
37,iflores,-3245,framirez
37,framirez,4019,pottsdrew
37,pottsdrew,-2029,nrobinson
37,nrobinson,919,ashleywilliams
37,ashleywilliams,-2290,iprice
37,iprice,-3163,kurtaa
37,kurtaa,-1138,lisaboone
37,lisaboone,568,natalieaa
37,natalieaa,3778,rodriguezjoseph
37,rodriguezjoseph,-654,NULL

38,qknox,-1338,thomasfisher
38,thomasfisher,-1935,petersenbrent
38,petersenbrent,-3836,hgay
38,hgay,1634,earlsmith
38,earlsmith,929,shood
38,shood,-787,jonesamanda
38,jonesamanda,-4262,mshah
38,mshah,-1102,katietaylor
38,katietaylor,-985,jacksonlinda
38,jacksonlinda,-3386,joneskayla
38,joneskayla,-3842,opatton
38,opatton,-1544,wrighterika
38,wrighterika,1199,woodmorgan
38,woodmorgan,2974,sramirez
38,sramirez,2599,adamskimberly
38,adamskimberly,267,erinberger
38,erinberger,-251,twalton
38,twalton,3073,bhess
